seed	replicate	model	label	factor	bits	value	predecessor	gap
20260909	2	uniform_accepted	RSA-200	1	331	3680781338254096872911174213043598911552496675780465915049185300697441448588166728509320162717094021	3680781338254096872911174213043598911552496675780465915049185300697441448588166728509320162717093607	414
20260909	2	uniform_accepted	RSA-200	2	332	8505269742616786272502218126600096196457682882498102058880365074662108471957648820942364900539537803	8505269742616786272502218126600096196457682882498102058880365074662108471957648820942364900539537797	6
20260909	2	uniform_accepted	RSA-210	1	348	556594738988084330868316144158924925580987690170561280732154451961862292770905161831714396191405357647849	556594738988084330868316144158924925580987690170561280732154451961862292770905161831714396191405357647027	822
20260909	2	uniform_accepted	RSA-210	2	348	434303093926084138276245205304410170031746210934425533990945240702484964067278219497326786300360771137733	434303093926084138276245205304410170031746210934425533990945240702484964067278219497326786300360771137199	534
20260909	2	uniform_accepted	RSA-220	1	364	37540665709028844025000227028367830434561931464759200775122876081479859785090878449389537583168172861798208811	37540665709028844025000227028367830434561931464759200775122876081479859785090878449389537583168172861798208721	90
20260909	2	uniform_accepted	RSA-220	2	365	73334065868616662397988402489745149909297335725812511678318416453002596485346757058541299704459508863334159013	73334065868616662397988402489745149909297335725812511678318416453002596485346757058541299704459508863334158449	564
20260909	2	uniform_accepted	RSA-230	1	381	4613393327304664820896723953502575607818194396842503395237244556145288189223079397356886761541834377036653636670469	4613393327304664820896723953502575607818194396842503395237244556145288189223079397356886761541834377036653636668963	1506
20260909	2	uniform_accepted	RSA-230	2	381	4617851863880974006558826555955831695714035023982099426347728839422462325835479187638274768559038001415631059176659	4617851863880974006558826555955831695714035023982099426347728839422462325835479187638274768559038001415631059175759	900
20260909	2	uniform_accepted	RSA-240	1	397	316699604639759141947167881921382466967029106257091320661332156631505191035652086102797162727792624721400948624857958461	316699604639759141947167881921382466967029106257091320661332156631505191035652086102797162727792624721400948624857956139	2322
20260909	2	uniform_accepted	RSA-240	2	398	533872454856176801934232165179241509727034296853152970963600683783959721827983060786036078388662097127845962704801606307	533872454856176801934232165179241509727034296853152970963600683783959721827983060786036078388662097127845962704801605719	588
20260909	2	uniform_accepted	RSA-250	1	414	35341601858382632795824707815400364610406476442085865623211737795538414646508155088744646931170933262542984956609503099479009	35341601858382632795824707815400364610406476442085865623211737795538414646508155088744646931170933262542984956609503099478463	546
20260909	2	uniform_accepted	RSA-250	2	415	73332955618184660369419544374895779824181412705134739179986601543128703516536605315931335423121410517879190440495348176413013	73332955618184660369419544374895779824181412705134739179986601543128703516536605315931335423121410517879190440495348176412347	666
20260909	2	uniform_accepted	RSA-260	1	431	4329645619751019595761092691856624939694749067753658881672486172842480108078606265534490953702569402231758348751270249498407133231	4329645619751019595761092691856624939694749067753658881672486172842480108078606265534490953702569402231758348751270249498407132943	288
20260909	2	uniform_accepted	RSA-260	2	431	4488695465183628373051436957186281287813454177673710335142634848018659633275098112705118474833297374752339540283986050717317328219	4488695465183628373051436957186281287813454177673710335142634848018659633275098112705118474833297374752339540283986050717317328009	210
20260909	2	upward_scan	RSA-100	1	165	37457669646571343621629272796030040036030444695433	37457669646571343621629272796030040036030444695073	360
20260909	2	upward_scan	RSA-100	2	165	37247244501666807784131064502211567593707948146707	37247244501666807784131064502211567593707948146539	168
20260909	2	upward_scan	RSA-110	1	182	4894259260075588113750024807995384345025973538422735349	4894259260075588113750024807995384345025973538422734611	738
20260909	2	upward_scan	RSA-110	2	182	5131713429758245763647826707672663192785715242785833829	5131713429758245763647826707672663192785715242785833571	258
20260909	2	upward_scan	RSA-120	1	198	336715145882586286091905117721243417697948703333050526749011	336715145882586286091905117721243417697948703333050526748807	204
20260909	2	upward_scan	RSA-120	2	199	625292369202553950873476642624890598188145665075342544656541	625292369202553950873476642624890598188145665075342544656109	432
20260909	2	upward_scan	RSA-130	1	215	50141583640929144519250893908811464009570856327207020081042027831	50141583640929144519250893908811464009570856327207020081042027543	288
20260909	2	upward_scan	RSA-130	2	215	40257825972853217022492482752395233283077407510913010693133053017	40257825972853217022492482752395233283077407510913010693133052483	534
20260909	2	upward_scan	RSA-140	1	231	3319457484663594314602212535964546584334615914234357980207903338973149	3319457484663594314602212535964546584334615914234357980207903338971433	1716
20260909	2	upward_scan	RSA-140	2	232	6763173235990316591987033985466755140292112873734969420998776974066131	6763173235990316591987033985466755140292112873734969420998776974065873	258
20260909	2	upward_scan	RSA-150	1	248	433259909837969170706192433760183431330782136857448654140865294478231519793	433259909837969170706192433760183431330782136857448654140865294478231519439	354
20260909	2	upward_scan	RSA-150	2	248	358451410912993626086109453878654205659445377875460049044925097847229814673	358451410912993626086109453878654205659445377875460049044925097847229814199	474
20260909	2	upward_scan	RSA-160	1	265	47706892278834717689498651644172842326098633090913730118959975410108037151656097	47706892278834717689498651644172842326098633090913730118959975410108037151655461	636
20260909	2	upward_scan	RSA-160	2	265	50386665735033862509973128769387452896557114578421780639079248889919285065743853	50386665735033862509973128769387452896557114578421780639079248889919285065743499	354
20260909	2	upward_scan	RSA-170	1	281	3631861609992179696718215575727913381228118134775000941659511546772666592737673583701	3631861609992179696718215575727913381228118134775000941659511546772666592737673583089	612
20260909	2	upward_scan	RSA-170	2	282	7655521077008439207392054912049900112576734014659557771825726643099543805999487048029	7655521077008439207392054912049900112576734014659557771825726643099543805999487047621	408
20260909	2	upward_scan	RSA-180	1	298	397719769580137206872164092149299972481530142166818677974925046248246252306907227110548459	397719769580137206872164092149299972481530142166818677974925046248246252306907227110548333	126
20260909	2	upward_scan	RSA-180	2	298	475591788532104280894869753424746327595037161674915838674897990499747128500303712919418609	475591788532104280894869753424746327595037161674915838674897990499747128500303712919418081	528
20260909	2	upward_scan	RSA-190	1	314	28830738078594149923313300134397687711846268353761857921783725401595429899637789984495254672097	28830738078594149923313300134397687711846268353761857921783725401595429899637789984495254670999	1098
20260909	2	upward_scan	RSA-190	2	315	61741204631737583087514175021087116223986827862440431358966550011928785337599257214512535966633	61741204631737583087514175021087116223986827862440431358966550011928785337599257214512535965193	1440
20260909	2	upward_scan	RSA-200	1	331	3881790962227191234142718374457359273510097250211669600649305204840218788746562483694875515548821909	3881790962227191234142718374457359273510097250211669600649305204840218788746562483694875515548821849	60
20260909	2	upward_scan	RSA-200	2	332	8235617201679027252575631844697417339370122503778369379584123987195551670466756655083183825143017931	8235617201679027252575631844697417339370122503778369379584123987195551670466756655083183825143016959	972
20260909	2	upward_scan	RSA-210	1	348	440351003225408638354982330869740723076584414558552077342749153668080988771996262982532458557022754406979	440351003225408638354982330869740723076584414558552077342749153668080988771996262982532458557022754406859	120
20260909	2	upward_scan	RSA-210	2	348	555863015842098411893325656316648673226387658781693051657207838563127114715340965489356545939704159164651	555863015842098411893325656316648673226387658781693051657207838563127114715340965489356545939704159163607	1044
20260909	2	upward_scan	RSA-220	1	364	33212609809116592159640048861744983441632333024486558122144696506928639215345325778973470060607341456561686777	33212609809116592159640048861744983441632333024486558122144696506928639215345325778973470060607341456561685247	1530
20260909	2	upward_scan	RSA-220	2	365	71739688246567169658028508045434790581316448995017721742873365046981701976088684797809523911963234233429617587	71739688246567169658028508045434790581316448995017721742873365046981701976088684797809523911963234233429616471	1116
20260909	2	upward_scan	RSA-230	1	381	4008245999320176305849061792456427715475559503397128931618991475355712741332154320783522926196765248631924786378067	4008245999320176305849061792456427715475559503397128931618991475355712741332154320783522926196765248631924786377239	828
20260909	2	upward_scan	RSA-230	2	381	4552496251376139870260830802815211301697918982081403902092250505617771695651081251542589428112477804004542558438593	4552496251376139870260830802815211301697918982081403902092250505617771695651081251542589428112477804004542558436607	1986
20260909	2	upward_scan	RSA-240	1	397	321544203561434266596704719130172702714754430193847641496219392077719346744225577307585338438095552417978066416287189539	321544203561434266596704719130172702714754430193847641496219392077719346744225577307585338438095552417978066416287188381	1158
20260909	2	upward_scan	RSA-240	2	398	493604882173111117229786967670103428042869032978530020911156192955461577222567406986447269187240966346740778381979922269	493604882173111117229786967670103428042869032978530020911156192955461577222567406986447269187240966346740778381979920379	1890
20260909	2	upward_scan	RSA-250	1	414	40744293437557254093759271678696262988196862016026823120288827038912683776476244929765369271233072505257887169508164158850151	40744293437557254093759271678696262988196862016026823120288827038912683776476244929765369271233072505257887169508164158849539	612
20260909	2	upward_scan	RSA-250	2	415	83835287467200034524143888779738701031860148538936498438939917170280595428540815347328596063506020133038572827157780290954799	83835287467200034524143888779738701031860148538936498438939917170280595428540815347328596063506020133038572827157780290953773	1026
20260909	2	upward_scan	RSA-260	1	431	5337343184113566094264036420584638465268383310610320183683813009873099828643356162291518140478131078379034315622222245390399952533	5337343184113566094264036420584638465268383310610320183683813009873099828643356162291518140478131078379034315622222245390399951957	576
20260909	2	upward_scan	RSA-260	2	431	4332131098567227451801352437984566175770569972226882065867613616894216474077940334591912309980675792674551780977787832270570672923	4332131098567227451801352437984566175770569972226882065867613616894216474077940334591912309980675792674551780977787832270570672731	192
20260909	3	uniform_accepted	RSA-100	1	165	39009342744529811141577708691498395343718687374019	39009342744529811141577708691498395343718687373377	642
20260909	3	uniform_accepted	RSA-100	2	165	37983112282378037603127786665087356058899887514151	37983112282378037603127786665087356058899887513647	504
20260909	3	uniform_accepted	RSA-110	1	182	5152764753884561696918366267799917158719355465366585877	5152764753884561696918366267799917158719355465366585709	168
20260909	3	uniform_accepted	RSA-110	2	182	5683590847618924840437243542300451497199950808322060631	5683590847618924840437243542300451497199950808322060583	48
20260909	3	uniform_accepted	RSA-120	1	198	343904423655706585669852047435582544974890886483109334890721	343904423655706585669852047435582544974890886483109334890439	282
20260909	3	uniform_accepted	RSA-120	2	199	797483054622581834641198340096672276307964128731491855212131	797483054622581834641198340096672276307964128731491855211453	678
20260909	3	uniform_accepted	RSA-130	1	215	40912302108421441430397779093010521263840521558502307221465151921	40912302108421441430397779093010521263840521558502307221465151789	132
20260909	3	uniform_accepted	RSA-130	2	215	45344693027255457380114555385836384014105684950488438927003279669	45344693027255457380114555385836384014105684950488438927003278097	1572
20260909	3	uniform_accepted	RSA-140	1	231	3155314149880135878857367435579175044326575005482642943173520913928729	3155314149880135878857367435579175044326575005482642943173520913928207	522
20260909	3	uniform_accepted	RSA-140	2	232	5716162839659509845314628679181214239405374111054106483491097689362179	5716162839659509845314628679181214239405374111054106483491097689361927	252
20260909	3	uniform_accepted	RSA-150	1	248	406704909238297536364133929156665345351064738727257312157379522015314109407	406704909238297536364133929156665345351064738727257312157379522015314109377	30
20260909	3	uniform_accepted	RSA-150	2	248	356860230951553344515100671253161548464412389421658078135202040224341862059	356860230951553344515100671253161548464412389421658078135202040224341862023	36
20260909	3	uniform_accepted	RSA-160	1	265	52654446017168418749870286492194204873164788388008633638046645110070150223835789	52654446017168418749870286492194204873164788388008633638046645110070150223835771	18
20260909	3	uniform_accepted	RSA-160	2	265	51626708926613207802439357133522796565511807768704922472160830808373407811007779	51626708926613207802439357133522796565511807768704922472160830808373407811007611	168
20260909	3	uniform_accepted	RSA-170	1	281	3510434464078280893733737736735479199036201921518646303013763387649162799057538696463	3510434464078280893733737736735479199036201921518646303013763387649162799057538695563	900
20260909	3	uniform_accepted	RSA-170	2	282	6432034061238439995212192771476337663993262936162371327408280906617788268717471229281	6432034061238439995212192771476337663993262936162371327408280906617788268717471229149	132
20260909	3	uniform_accepted	RSA-180	1	298	459577153607441048414684846165368139073424181055322707773813282670536650117171586633172869	459577153607441048414684846165368139073424181055322707773813282670536650117171586633172503	366
20260909	3	uniform_accepted	RSA-180	2	298	458866179220062846448652526139631077855063350230331572560528487121081799480388903526363839	458866179220062846448652526139631077855063350230331572560528487121081799480388903526363383	456
20260909	3	uniform_accepted	RSA-190	1	314	30188016841074835564428755387008630471951470512382919784334541712285984404875819085540621896209	30188016841074835564428755387008630471951470512382919784334541712285984404875819085540621895951	258
20260909	3	uniform_accepted	RSA-190	2	315	50782367385303650242131550227450231265040505909925109413558971080471160303304560392390452903481	50782367385303650242131550227450231265040505909925109413558971080471160303304560392390452903199	282
20260909	3	uniform_accepted	RSA-200	1	331	3931458226151784933344704021282815730702071922701315548440659505804486397645563347829534760691403667	3931458226151784933344704021282815730702071922701315548440659505804486397645563347829534760691402527	1140
20260909	3	uniform_accepted	RSA-200	2	332	7332534830692245424865349162774131981935082041535264398089145640195284585562732109230729056074612497	7332534830692245424865349162774131981935082041535264398089145640195284585562732109230729056074612383	114
20260909	3	uniform_accepted	RSA-210	1	348	565014194482121047584850082048356184472719405152464236280203437436044137799913379831692525115041066743997	565014194482121047584850082048356184472719405152464236280203437436044137799913379831692525115041066743241	756
20260909	3	uniform_accepted	RSA-210	2	348	504851305631763715438328775014610216890487815274237132790978425557460565174151850915208668243174329510111	504851305631763715438328775014610216890487815274237132790978425557460565174151850915208668243174329509397	714
20260909	3	uniform_accepted	RSA-220	1	364	28419388999360823231185087190269811970682919732922304580051685041442106607307613977591402166122770240888599283	28419388999360823231185087190269811970682919732922304580051685041442106607307613977591402166122770240888598437	846
20260909	3	uniform_accepted	RSA-220	2	365	72047969671573772081452491032549010244360678924546065959564547488642280663168035480941173525059567244787761239	72047969671573772081452491032549010244360678924546065959564547488642280663168035480941173525059567244787759127	2112
20260909	3	uniform_accepted	RSA-230	1	381	4884051269626858335513511318199759706067029762718530749586657155386590123863152493046096287092765176462202442925131	4884051269626858335513511318199759706067029762718530749586657155386590123863152493046096287092765176462202442924819	312
20260909	3	uniform_accepted	RSA-230	2	381	4602781478535689114089314411486750591666679082979717324118556895432857877443409267926228442274757529824054729688233	4602781478535689114089314411486750591666679082979717324118556895432857877443409267926228442274757529824054729687987	246
20260909	3	uniform_accepted	RSA-240	1	397	320677872339023075987469584916461867571723038927422243039233173687899141589228650448309560052291255797194556183913327723	320677872339023075987469584916461867571723038927422243039233173687899141589228650448309560052291255797194556183913327453	270
20260909	3	uniform_accepted	RSA-240	2	398	569734291795792144155695228701125696895794690146385080341845104613639021571617484711121219992019212221741835128805264277	569734291795792144155695228701125696895794690146385080341845104613639021571617484711121219992019212221741835128805263431	846
20260909	3	uniform_accepted	RSA-250	1	414	40502698644950579771055779554086600845539081038680619846582083623338103753411510492101486425073853538735847938481058197933179	40502698644950579771055779554086600845539081038680619846582083623338103753411510492101486425073853538735847938481058197931451	1728
20260909	3	uniform_accepted	RSA-250	2	415	65479254626055893073596395385512217355013836077080177722412726845188306999105192963031748885513124997763775284735581538223459	65479254626055893073596395385512217355013836077080177722412726845188306999105192963031748885513124997763775284735581538222367	1092
20260909	3	uniform_accepted	RSA-260	1	431	5448934949195270794590168559457950255164941309629838689704957046848492736590999997563288695559088901981259231742902547761541916981	5448934949195270794590168559457950255164941309629838689704957046848492736590999997563288695559088901981259231742902547761541915871	1110
20260909	3	uniform_accepted	RSA-260	2	431	5066642706806862212741139627540437459520690058705963230652612107418632509543562984800751743747126654215771712771785636734339043103	5066642706806862212741139627540437459520690058705963230652612107418632509543562984800751743747126654215771712771785636734339042791	312
20260909	3	upward_scan	RSA-100	1	165	38207981223853637355400359012696541501284849307913	38207981223853637355400359012696541501284849307307	606
20260909	3	upward_scan	RSA-100	2	165	42675874890036049263928539345211269627944220564503	42675874890036049263928539345211269627944220564089	414
20260909	3	upward_scan	RSA-110	1	182	4933389372802867851810844374388494825223111777273620557	4933389372802867851810844374388494825223111777273620317	240
20260909	3	upward_scan	RSA-110	2	182	5813272752813812007036404380883573213896723137508382417	5813272752813812007036404380883573213896723137508381949	468
20260909	3	upward_scan	RSA-120	1	198	336646490412045515275637414657648192574106441777088070890879	336646490412045515275637414657648192574106441777088070889961	918
20260909	3	upward_scan	RSA-120	2	199	665001281466810592643029605072392698621185781079729751229553	665001281466810592643029605072392698621185781079729751229487	66
20260909	3	upward_scan	RSA-130	1	215	41412125212187358414930990699829122531297092857187294146264511093	41412125212187358414930990699829122531297092857187294146264510313	780
20260909	3	upward_scan	RSA-130	2	215	45572877082442553512871525694451033445449540055832239893085098759	45572877082442553512871525694451033445449540055832239893085097763	996
20260909	3	upward_scan	RSA-140	1	231	3046284402790149490205342375727556489644099405181608052403286252202991	3046284402790149490205342375727556489644099405181608052403286252202973	18
20260909	3	upward_scan	RSA-140	2	232	5777602915584697286193359279265816594464120622256686709989058230885851	5777602915584697286193359279265816594464120622256686709989058230885293	558
20260909	3	upward_scan	RSA-150	1	248	430800049210636750145812072792147618977484380171765334332823575470012594477	430800049210636750145812072792147618977484380171765334332823575470012594003	474
20260909	3	upward_scan	RSA-150	2	248	438172787278958979977463877383884907168605923629781513229448923126565855371	438172787278958979977463877383884907168605923629781513229448923126565854849	522
20260909	3	upward_scan	RSA-160	1	265	58129436699284374984556487768584403160569727913304950420369690266839249682874253	58129436699284374984556487768584403160569727913304950420369690266839249682873887	366
20260909	3	upward_scan	RSA-160	2	265	58271726764639027476982922894981704959047296689959603376567253232727302455571741	58271726764639027476982922894981704959047296689959603376567253232727302455570481	1260
20260909	3	upward_scan	RSA-170	1	281	3007895901525383934714037779874775918515073666481866988097936953506055340300061027201	3007895901525383934714037779874775918515073666481866988097936953506055340300061026829	372
20260909	3	upward_scan	RSA-170	2	282	6786812888767437427833861735646684798599982687838431821780735883544473619598983258579	6786812888767437427833861735646684798599982687838431821780735883544473619598983257847	732
20260909	3	upward_scan	RSA-180	1	298	452613547871435112705642144302926147152553747275046646189221311938525365504467024198327491	452613547871435112705642144302926147152553747275046646189221311938525365504467024198327017	474
20260909	3	upward_scan	RSA-180	2	298	501593716998586822019438832949517455073480148096216691602686629461099337515018206212060613	501593716998586822019438832949517455073480148096216691602686629461099337515018206212059557	1056
20260909	3	upward_scan	RSA-190	1	314	31961191913487690645457654842585646477360582814631082742965102766349740147661002041833900112919	31961191913487690645457654842585646477360582814631082742965102766349740147661002041833900111629	1290
20260909	3	upward_scan	RSA-190	2	315	57133826449109468717416316453066034513561874404971803185149956106235515446852624966107351598559	57133826449109468717416316453066034513561874404971803185149956106235515446852624966107351598493	66
20260909	3	upward_scan	RSA-200	1	331	3463648282828133295488719195979944217824243770145207893206585614739704703060446733669809975127747477	3463648282828133295488719195979944217824243770145207893206585614739704703060446733669809975127746697	780
20260909	3	upward_scan	RSA-200	2	332	6694928979857444231479976895118546164899027572392854881241620065054408544624903583176161350899999889	6694928979857444231479976895118546164899027572392854881241620065054408544624903583176161350899999127	762
20260909	3	upward_scan	RSA-210	1	348	545323619347697006277389603959812547267785966060926032779200128022916515519802753805665269922157241443859	545323619347697006277389603959812547267785966060926032779200128022916515519802753805665269922157241443379	480
20260909	3	upward_scan	RSA-210	2	348	450943631325248617176446113917100020655133288985146346505170546983160795096858473903690926173332551415567	450943631325248617176446113917100020655133288985146346505170546983160795096858473903690926173332551415201	366
20260909	3	upward_scan	RSA-220	1	364	30876898990348070510331981277452685710413268375742442257309225838361184109326075268049797720844541946974504751	30876898990348070510331981277452685710413268375742442257309225838361184109326075268049797720844541946974504199	552
20260909	3	upward_scan	RSA-220	2	365	71061835544907159608709542290408028607123563760024779453212872541860565021524142717689275105273551873567019141	71061835544907159608709542290408028607123563760024779453212872541860565021524142717689275105273551873567017773	1368
20260909	3	upward_scan	RSA-230	1	381	4096194706560597598100006829771929708834752433955639600540932491223317630159577303928742991787940065996481601208269	4096194706560597598100006829771929708834752433955639600540932491223317630159577303928742991787940065996481601207819	450
20260909	3	upward_scan	RSA-230	2	381	4304788144051371455135213549304023316592246867131125230913138920059663245974897429340431283672785564303140170315117	4304788144051371455135213549304023316592246867131125230913138920059663245974897429340431283672785564303140170312249	2868
20260909	3	upward_scan	RSA-240	1	397	262278715835165865542979761957007789670443832510133982169604780219055565976687768856504990895399325069331968368624184999	262278715835165865542979761957007789670443832510133982169604780219055565976687768856504990895399325069331968368624184291	708
20260909	3	upward_scan	RSA-240	2	398	622276434936959402414004110192549674032588576156157929415995387722376887544307934964222564294755541143647087338023933891	622276434936959402414004110192549674032588576156157929415995387722376887544307934964222564294755541143647087338023933081	810
20260909	3	upward_scan	RSA-250	1	414	39394133262883747849254315506906676914910043333099189713199479275593708628135881785068926627341090804916323703661857235983589	39394133262883747849254315506906676914910043333099189713199479275593708628135881785068926627341090804916323703661857235983487	102
20260909	3	upward_scan	RSA-250	2	415	63931068656406374593735222212367496275722374035701342892622858628194432491333650750429481435526477607422061728835360719131769	63931068656406374593735222212367496275722374035701342892622858628194432491333650750429481435526477607422061728835360719129279	2490
20260909	3	upward_scan	RSA-260	1	431	5383799724681973084345817992871427030992275419113436744043575765028692533088106515829655220818907431471724006204379029990244945187	5383799724681973084345817992871427030992275419113436744043575765028692533088106515829655220818907431471724006204379029990244943201	1986
20260909	3	upward_scan	RSA-260	2	431	4802741570174411028747477039294274241335704291124395233022136167807144066313247550559755295759857721893715659359324148889987101743	4802741570174411028747477039294274241335704291124395233022136167807144066313247550559755295759857721893715659359324148889987100651	1092
20260909	4	uniform_accepted	RSA-100	1	165	39040557829528076268650299879300994852551401155639	39040557829528076268650299879300994852551401155441	198
20260909	4	uniform_accepted	RSA-100	2	165	36102553873618335934869271803100154640452701957199	36102553873618335934869271803100154640452701956563	636
20260909	4	uniform_accepted	RSA-110	1	182	5868857970123388200128357359183367872535147252874552587	5868857970123388200128357359183367872535147252874552533	54
20260909	4	uniform_accepted	RSA-110	2	182	5651860837932684244633694091997967349688419210381417863	5651860837932684244633694091997967349688419210381417593	270
20260909	4	uniform_accepted	RSA-120	1	198	324230290306451286008597391824432441614136955726182676857651	324230290306451286008597391824432441614136955726182676856529	1122
20260909	4	uniform_accepted	RSA-120	2	199	688175110538859354084477976438365222134151453553491170242277	688175110538859354084477976438365222134151453553491170242133	144
20260909	4	uniform_accepted	RSA-130	1	215	51977221780155156894803342764899504464620656538396302196105473707	51977221780155156894803342764899504464620656538396302196105472987	720
20260909	4	uniform_accepted	RSA-130	2	215	46755414754669860635353997363115831838724662711036585671293521511	46755414754669860635353997363115831838724662711036585671293520839	672
20260909	4	uniform_accepted	RSA-140	1	231	2686555937377491464269783114394715422815439609284518717487985228428733	2686555937377491464269783114394715422815439609284518717487985228428469	264
20260909	4	uniform_accepted	RSA-140	2	232	5286887707041785884075125927590798168228247589859283322018320150097433	5286887707041785884075125927590798168228247589859283322018320150096821	612
20260909	4	uniform_accepted	RSA-150	1	248	380015823743122400325791862720827996852084493331546106999933694508351375949	380015823743122400325791862720827996852084493331546106999933694508351375661	288
20260909	4	uniform_accepted	RSA-150	2	248	433913016161030854911068073399128352271814578344826119361678964793887564597	433913016161030854911068073399128352271814578344826119361678964793887564579	18
20260909	4	uniform_accepted	RSA-160	1	265	57750286783067879799638921691071076370854365992294955282507263777465492406248127	57750286783067879799638921691071076370854365992294955282507263777465492406248121	6
20260909	4	uniform_accepted	RSA-160	2	265	52952328255982447367790970415683394350245291341619767388528128374781859138379841	52952328255982447367790970415683394350245291341619767388528128374781859138379247	594
20260909	4	uniform_accepted	RSA-170	1	281	3581482910195007584413778300687185438774886897558401719409574162569282707415870088093	3581482910195007584413778300687185438774886897558401719409574162569282707415870087823	270
20260909	4	uniform_accepted	RSA-170	2	282	6903470893134274637787183329172983684360801938955808939091135201791909494604692400767	6903470893134274637787183329172983684360801938955808939091135201791909494604692400521	246
20260909	4	uniform_accepted	RSA-180	1	298	482322565910346140327323033319445721520328716592672092954690313021752163992122852294010483	482322565910346140327323033319445721520328716592672092954690313021752163992122852294010351	132
20260909	4	uniform_accepted	RSA-180	2	298	469913868341899872705488612150359779291950808599579037513208931284183714662555730425697967	469913868341899872705488612150359779291950808599579037513208931284183714662555730425697937	30
20260909	4	uniform_accepted	RSA-190	1	314	25559637417033778701963726559995963990531555525605020171250960201504389240094812822193942750321	25559637417033778701963726559995963990531555525605020171250960201504389240094812822193942749301	1020
20260909	4	uniform_accepted	RSA-190	2	315	55815624481818751325028264969848271667073678152455022548265175941554913012023939953658184777127	55815624481818751325028264969848271667073678152455022548265175941554913012023939953658184776413	714
20260909	4	uniform_accepted	RSA-200	1	331	4365626852669577437740920978725203815016182476030077403878831195599672960216647239856810358249082601	4365626852669577437740920978725203815016182476030077403878831195599672960216647239856810358249082097	504
20260909	4	uniform_accepted	RSA-200	2	332	8105096146411958998392661131282713241297428895712869872477743707353729158855852467709440947482153883	8105096146411958998392661131282713241297428895712869872477743707353729158855852467709440947482153301	582
20260909	4	uniform_accepted	RSA-210	1	348	486818324894186849346675756847830414165079119343850447482758173215708472063498457071934852699903599377913	486818324894186849346675756847830414165079119343850447482758173215708472063498457071934852699903599377241	672
20260909	4	uniform_accepted	RSA-210	2	348	516217693031208130903196864644261030011447607078003433673229379305640946516563619060541973070543685636223	516217693031208130903196864644261030011447607078003433673229379305640946516563619060541973070543685634477	1746
20260909	4	uniform_accepted	RSA-220	1	364	32306471287460930223058951880098092056863272290913544699269860008394496058642224684547469911449835097652465689	32306471287460930223058951880098092056863272290913544699269860008394496058642224684547469911449835097652465221	468
20260909	4	uniform_accepted	RSA-220	2	365	75088763344278477106866392548632397685845420649264141804483636790814218869932444874107146120195278779405215443	75088763344278477106866392548632397685845420649264141804483636790814218869932444874107146120195278779405214489	954
20260909	4	uniform_accepted	RSA-230	1	381	4654494789365038983492882142058476589284534121945773773397509813962428928804535954007628782412205573372486054616127	4654494789365038983492882142058476589284534121945773773397509813962428928804535954007628782412205573372486054615737	390
20260909	4	uniform_accepted	RSA-230	2	381	4760292932072542098410812323364145574723977100376447176233489960468374289905345759316612447501728967961016579382399	4760292932072542098410812323364145574723977100376447176233489960468374289905345759316612447501728967961016579380251	2148
20260909	4	uniform_accepted	RSA-240	1	397	294309866528647972066266999530607844105121118752966179029480923476499113986221637523651765862910943826806566135357672233	294309866528647972066266999530607844105121118752966179029480923476499113986221637523651765862910943826806566135357672167	66
20260909	4	uniform_accepted	RSA-240	2	398	569920808196598717624504543376141155255630111924271031249024058318536604157959595827854921971920638296164767202156410227	569920808196598717624504543376141155255630111924271031249024058318536604157959595827854921971920638296164767202156409597	630
20260909	4	uniform_accepted	RSA-250	1	414	41709992100429777362354099563989205002428642178563991964519479347483487686010979674416905327364838321707261266551848554746071	41709992100429777362354099563989205002428642178563991964519479347483487686010979674416905327364838321707261266551848554745933	138
20260909	4	uniform_accepted	RSA-250	2	415	77863469106175893358253266660188153481998323502193302916247387151510996622592867110155400163666218607843305918753037737543247	77863469106175893358253266660188153481998323502193302916247387151510996622592867110155400163666218607843305918753037737541477	1770
20260909	4	uniform_accepted	RSA-260	1	431	5224837114057967672596506337413708581663356123581547647752146000584840515858235315507138325165686074209299555498660747625807398551	5224837114057967672596506337413708581663356123581547647752146000584840515858235315507138325165686074209299555498660747625807397963	588
20260909	4	uniform_accepted	RSA-260	2	431	5071039274990441411295342023767329961911197150647153144212422140602948509929968904406339985993153232187735788506402241346828896823	5071039274990441411295342023767329961911197150647153144212422140602948509929968904406339985993153232187735788506402241346828896709	114
20260909	4	upward_scan	RSA-100	1	165	40279956502829046827364754590164342556879869231651	40279956502829046827364754590164342556879869231321	330
20260909	4	upward_scan	RSA-100	2	165	39507877938180074249614850166106594548388335449621	39507877938180074249614850166106594548388335449213	408
20260909	4	upward_scan	RSA-110	1	182	4674607309070247684137167011615962720380715966779255877	4674607309070247684137167011615962720380715966779255673	204
20260909	4	upward_scan	RSA-110	2	182	6042410367668222682066314036636621273335372378645805999	6042410367668222682066314036636621273335372378645805891	108
20260909	4	upward_scan	RSA-120	1	198	301821800951468754355246374172988696398529903230912476213299	301821800951468754355246374172988696398529903230912476213113	186
20260909	4	upward_scan	RSA-120	2	199	800857697278426917700515977983440650522521035028903288771721	800857697278426917700515977983440650522521035028903288771151	570
20260909	4	upward_scan	RSA-130	1	215	39492310107547130459987101293439478535448996132801595082018661871	39492310107547130459987101293439478535448996132801595082018661109	762
20260909	4	upward_scan	RSA-130	2	215	45349224358681684253044461422445510411645002989672826934301233341	45349224358681684253044461422445510411645002989672826934301233233	108
